84.84,100,74.61,92.48,22.7,22.7,22.7
95.61,97.88,93.81,91.55,162.83,162.7,162.76
23.74,99.97,82.86,89.57,47.44,47.44,47.44
67.74,94.98,92.05,96.47,86.02,86.02,85.87
98.82,100,90.93,100,152.21,152.21,151.41
84.6,100,79.4,97.73,103.68,103.68,103.68
57.01,100,61.88,100,128.7,128.7,128.7
27.38,100,73.89,25.39,98.06,98.09,98.06
65.44,100,74.76,100,130.8,130.8,130.8
85.15,100,46.27,0,130.09,130.09,130.09
86.15,100,85.23,97.73,42.33,42.33,42.25
52,0,100,93,100,112.84,100
48.23,100,81.19,100,122.15,122.15,122.15
66.26,100,86.25,99.38,78.95,78.95,78.95
28.28,100,78.71,100,84.56,84.56,84.56
22.53,100,96.14,57.43,57.88,57.88,57.82
70.41,100,38.98,100,95.39,95.39,95.39
100,71.06,75.22,100,80.64,80.64,80.64
100,79.24,73.52,100,127.3,127.3,127.3
91.64,100,72.72,95.62,127.14,127.14,127.14
29.66,100,94.2,100,88.19,88.19,88.19
24.53,100,95.02,90.19,110.59,110.51,110.51
93.48,99.99,81.17,100,115.81,115.81,115.81
79.78,100,76.19,100,115.95,115.78,115.78
100,73.92,84.22,100,101.65,101.65,101.65
52.26,95.01,91.47,84.63,96.08,96.08,96.08
83.33,100,80.92,97,50.97,50.97,50.97
98.27,99.98,95.46,100,123.37,123.37,123.37
52.57,100,82.85,95.3,132.2,132.06,132.2
95.35,100,75.6,100,130.09,130.09,130.56
67.61,100,88.52,83.29,97.19,97.1,97.1
38.18,100,71.55,93.08,51.64,51.64,51.64
95.24,0,88.54,0,100,100,0
78.27,100,66.37,100,117.66,117.66,117.66
44.06,95,95.81,78.06,102.06,102.02,102.06
50.47,100,91.52,100,103.83,102.76,103.83
4.2,100,81.24,86.02,58.68,58.68,58.68
37.11,100,100,48.98,74.59,74.54,74.59
10,0,100,0,100,0,100
17.59,83.63,93.46,32.37,109.53,106.25,114.19
4.73,100,27.63,0,103.7,124.44,103.7
1.36,0,99.3,0.39,100,100,100
0.97,100,100,88.26,100,100,100
7.82,0,77.38,0,100,100,100
8.22,0,49.58,0,100,100,100
100,0,33.51,0,92.42,92.42,92.42
69.46,11.61,80.62,0,68.92,68.92,68.92
100,0,62.49,100,122.51,109.35,100
85.12,0,57.83,100,100,100,100
100,0,75.08,100,100,45.15,100
63.64,0,57.85,0,11.49,117.52,27.16
29.09,100,70.28,100,32.72,32.13,129.26
80,60,77.17,98.69,133.33,133.33,118.75
100,0,68.93,0,101.11,101.11,100
59.6,0,93.36,100,101.86,101.86,100
77.24,99.37,93.77,100,105.08,103.09,100.62
72.2,93.13,86.82,98.27,101.49,96.78,91.07
100,1.21,81.08,100,111.01,108.72,100
76.53,0,47.69,100,125.08,125.08,100
100,0,74.91,100,102.04,102.04,100
100,0,70.42,100,74.81,74.83,100
100,0,60,100,102.98,100,100
22.07,0,79.48,100,108.87,107.63,154.17
80,1.53,100,0,100,100,100
100,0,93.27,0,100,100,100
100,100,37.31,100,111.92,111.92,100
82.86,100,96,33.33,100.93,100.93,103.73
76.82,100,98.52,100,104.46,98.67,107.03
75.74,0,86.02,100,137.29,137.29,100.42
100,78.25,92.8,100,101.99,101.55,112.74
100,0,91.05,100,100.97,100.97,100
36.47,0,59.62,99.13,98.13,77.27,80
100,0,37.65,100,80.41,80.41,100
75.81,90.3,100,100,102.72,103.77,111.81
35.82,0,85.28,0,100,100,100
64.05,100,99.27,100,101.99,102.61,113.87
79.97,100,84.07,100,338.92,88.92,148.25
71.98,0,81.35,49.26,100,100,100
73.8,51.61,94.17,100,103.2,103.2,114.55
100,100,45.82,100,102.82,102.84,140.83
41.66,0,65.24,100,99.85,99.81,100
77.5,100,54.31,100,112.83,111.16,122.5
56.3,0,48.87,100,120.46,120.49,137.5
73.23,0,70.53,100,94.87,93.69,133.33
77.54,100,80.14,100,109.96,109.31,119.49
57.47,0,76.18,100,108.74,108.74,100
66.76,100,66.24,100,151.62,151.62,106.48
100,0,53.82,100,126.7,90.06,116.15
66.15,28.81,77.04,100,102.14,102.42,128.22
75.82,100,52.09,100,114.45,113.3,114.04
42.34,100,75.47,100,111.74,111.63,136.57
99.42,0,38.35,100,106.2,106.2,100
24.2,0,70.81,100,116.08,112.1,104.72
74.8,0.06,55.18,100,62.07,62.07,102.03
96.91,14.8,97.88,0,100,100,100
80,13.93,99.08,0,200,100,100
60.94,0,56.77,100,117.06,115.18,107.56
73.14,0,46.22,100,77.73,76.49,130.83
55.47,0,73.38,100,44.89,44.38,117.64
60,5.08,90,94.37,100,100,100
77.07,0,86.35,100,102.98,102.98,100
74.57,100,74.69,100,105.45,95.29,100
68.55,0,95.11,49.02,100.68,100.68,101.43
76.19,0,75.81,100,123.64,98.31,100
68.83,0,69.41,100,86.02,86.02,100.49
45.83,100,72.78,100,127.28,125.65,100
79.29,0,69.93,100,110.42,109.93,100
86.02,85.71,38.51,100,71.67,71.63,100
5.59,100,83.49,100,123.89,105.48,108
5.52,41.06,91.09,100,16.33,15.36,149.07
57.63,0,93.54,100,101.99,101.4,100
61.24,0,79.46,100,101.03,101.03,100
100,0,77.98,100,102.09,102.03,100
98.17,17.96,78,99.49,209.76,184.93,112.96
62.74,0,82.68,100,113.3,113.01,100
100,0,74.66,100,135.43,135.45,100
57.3,100,85.51,100,83.83,81.26,87.04
72.4,0,75.75,100,107.75,104.93,100
80,0,74.1,0,100,100,100
80.36,0,84.75,100,134.45,134.45,100
73.65,0,70.31,100,109.03,109.03,101.08
87.97,69.97,100,92.89,108.45,100.14,137.92
69.22,100,73.65,100,100,75.05,100
100,0,73.6,100,110.67,110.67,100
62.53,0,53.49,100,144.68,144.68,100
57.86,0,95.73,100,104.21,104.21,100
21.61,100,58.38,100,110.27,110.24,128.33
77.21,100,97.91,100,57.71,57.71,104.94
80.13,0,78.77,100,127.9,127.9,102.08
15.1,81.65,90.73,100,173.29,172.99,100
13.37,0,54.01,0,103.93,89.53,100
100,0,55.7,0,0,0,100
28.05,100,67.53,100,111.96,104.33,147.92
74.95,100,82.08,100,100.21,100.11,119.23
78.82,0,73.09,100,59.03,59.03,100
73.78,100,50.72,100,99.36,99.31,100
45.41,100,70.63,100,124.95,118.56,100
89.32,0,100,0,100,100,100
20.31,0,100,0,100,100,100
90,0,100,100,56.47,56.47,25
62.32,64.11,68.51,100,104.67,104.67,102.7
48.54,0,39.06,100,80.39,80.44,138.33
89.77,0,88.46,100,108.11,108.11,100
78.09,0,74.09,100,110.39,109.14,122.81
63.21,0,97.36,100,105.14,104.88,100
39.94,0,67.68,0,100,100,100
68.18,34.28,95.5,100,100.94,100.88,100
80,0,79.13,100,100,100,100
100,0,54.53,0,139.93,113.24,135
69.2,89.54,99.66,100,100.87,101.34,110.8
80,40,76.01,94.11,148.99,148.99,146.53
30.91,100,56.72,100,70.69,70.79,130.28
34.93,86.92,68.78,100,111.92,110.84,162.81
56.51,99.99,88.62,100,107.31,107.16,116.51
69.84,0,98.75,100,268.61,268.82,107.04
43.82,100,90.62,88,53.92,53.6,92.22
47.75,100,81.38,0,243.27,243.27,100
22.76,100,53,100,68.91,68.57,122.5
56,0,77.8,100,100,100,100
100,50,62.63,100,109.54,109.57,100
73.98,0,91.06,100,102.52,102.52,100.5
100,0,20.2,100,99.07,99.07,100
63.2,94.85,90.79,100,122.36,122.25,131.68
88.03,0,37.94,0,1.687.50,250,166.67
74.58,0,93.76,0,100,100,100
94.13,0,50.83,0,100,100,50
64.57,100,46.1,100,148.71,148.02,100
100,0,67.13,100,55.99,55.99,110
69.01,0,56.42,100,107.89,107.89,100
69.37,1.7,97.42,100,99.71,99.95,112.85
25.56,100,71.35,100,58.68,57.32,100
100,0,78.1,100,74.66,43.72,100
30.04,0,67.53,0,100,100,100
91.99,0,100,0,100,100,100
74.73,100,91.55,100,114.62,114.62,121.08
91.67,0,67,0,0,0,0
100,0,36.77,100,106.67,106.67,100
83.72,0,80.78,100,100,100,100
37.41,100,66.69,100,113.16,104.52,146.53
65.72,0,69.36,100,84.92,84.92,100
12.88,5.24,93.27,100,82.55,82.78,158.05
31.97,0,72.09,100,106.2,105.68,100
41.92,0,81.34,100,108.07,108.07,100
100,0,70.25,100,96.1,96.1,100
63.3,0,90.99,100,106.31,106.24,115.17
42.95,0,64.48,100,107.79,107.92,100
99.46,0,69.08,100,139.93,70.4,100
84.44,0,45.27,80.08,176.36,156.13,21.11
43.48,0,95.61,0,100,100,100
14.74,100,65.75,100,104.76,103.47,137.5
100,0,41.34,100,112.94,111.77,100
50.03,100,60,0,97.62,93.57,104.44
72.06,0,92.17,100,135.72,135.17,100
80.2,100,86.2,100,104.81,103.66,100
25.43,56.85,52.64,100,127.03,127.03,130
34.65,100,35.39,100,109.69,102.06,140.83
80,70,100,0,100,100,100
56.19,0,81.14,100,26.62,26.2,100
65.77,100,27.57,100,138.47,127.1,120
85,0,99.48,100,119.87,119.87,119.87
34.03,100,46.5,76.26,71.55,70.85,85.71
100,0,76.99,87.28,144.58,161.23,152.98
70.92,0,86.86,0,100.64,100,100
68.64,0,31.48,100,225.3,225.3,100
55.55,12.73,89.96,100,68,67.89,100
81.27,0,77.26,0,100,100,100
74.06,100,56.18,100,45.23,44.45,100
75.94,0,94.03,100,105.7,105.7,100
81.02,0,83.72,0,100,100,100
100,100,68.64,100,105.21,105.21,100
75.55,0,89.77,100,103.41,103.41,116.87
20.31,100,76.6,100,108.55,107.14,145.51
60.67,0,99.77,100,100.35,100.56,113.47
74.6,0,76.92,100,129.17,129.17,120.83
24.26,100,27.79,100,162.47,102.27,127.5
42.61,0,93.71,100,103.55,104.02,135.24
95.95,89.44,95.66,0,100,100,100
26.37,100,37.41,100,60.46,59.56,117.5
49.12,0,56.43,100,99.68,100,100
39.82,100,98.15,0,100,100,100
72.28,0,70.54,100,195.17,194.97,179.55
82.93,0,89.95,100,102.21,102.31,105.08
100,0,77.65,100,100,100,100
84.68,100,98.96,100,255.77,255.97,101.09
88.33,0,91.08,0,100,100,100
61.78,0,78.23,100,139.46,138.23,109.52
80,50.19,92.48,68.87,104.64,104.64,108.82
71.46,99.23,100,94.67,100,100,100
20.23,100,77.87,100,106.26,106.26,111.63
65.47,0,81.15,83.88,102.67,102.67,113.41
73.61,93.24,91.29,100,146.21,112.2,99.52
20.59,0,73.72,0,100,100,100
83.33,80,48.65,0,0,0,0
96.06,0,74.97,100,103.35,103.35,104.8
33.63,95.52,85.32,93.01,64.87,61.36,72.97
100,0,69.99,100,107.72,107.32,100
56.96,100,77.2,100,103.05,103.12,125.69
66.84,0,52.07,100,109.87,108.99,109.76
100,0,97.44,100,102.35,102.57,102.33
68,0,96.04,95.18,100.42,167.23,335.56
79.73,88.68,95.84,98.42,216.14,185.21,103.49
60.36,100,76.62,100,112.63,110.14,100
76.21,100,94.61,100,102.83,96.69,100
100,100,70.43,100,134.22,128.48,100
48.07,0,78.65,97.92,72.26,69.17,100
100,0,60.91,100,449.81,467.46,115.97
76.22,0,100,0,100,100,100
19.38,100,52.51,100,113.02,110.89,108.56
18.48,100,90.67,100,137.79,110.98,113.52
17.79,100,63.12,100,103.97,104.63,113.47
70.91,100,64.74,0,66.67,100,100
85,0,50.03,100,100,100,100
66.24,0,38.08,100,102.78,71.23,118.18
51,43.23,83.68,88.91,71.24,39.39,100
65.06,34.73,78.06,92.21,90.44,88.14,100
100,0,49.79,0,100,100,100
100,0,100,76.67,102.61,102.61,113.59
72.96,100,81.22,100,110.82,106.23,100
100,0,69.94,100,76.19,73.73,100
26.41,25.48,98.31,100,105,105.68,130.95
80,8.2,95.63,94.98,151.22,145.23,107.29
48.26,100,55.24,100,108.02,106.96,139.17
77.36,0,48.86,100,99.96,99.96,100
100,0,67.47,100,53.89,44.04,100
95.02,0,98.72,99.48,83.43,69.65,96.74
41.23,98.73,72.88,100,110.52,102.47,142.5
80,0,84.98,100,127.62,127.22,108.39
33.84,100,93.2,100,320.4,325.1,152
81.61,0,76.15,99.74,106.57,117.34,114.44
89.62,14.81,57.72,0,100,100,100
74.75,100,95.29,100,110.3,109.07,100
70.75,0,67.15,100,73.49,46.62,124.17
85.37,0,100,0,100,100,30.39
51.63,100,72.81,100,95.89,94.59,100
97.28,0,29.45,92.2,100,100,41.67
70.02,0,74.78,0,0,0,0
100,100,89.84,100,117.9,118.57,117.12
100,0,100,96.94,100,100,100
59.41,67.43,74.56,100,95.57,92.27,56.63
16.89,0,43.36,0,20,22.73,20.83
100,0.19,100,82.36,191.58,191.58,105.91
67.2,0,76.47,84.49,100,100,100
84.95,85,96.65,100,100,100,146.39
74.23,0,100,0,99.02,98.79,95.47
100,0,81.29,100,100,98.94,100
76.95,0,99.98,0,298.61,34.72,34.72
50,0,87.9,0,100,100,100
33.45,0,87.3,100,74.16,74.14,140.22
60.59,88.56,81.13,100,84.83,81.53,100
46.39,0,88.6,100,100.66,100.84,121.76
52.12,64.52,90.94,100,128.16,128.53,138.1
65.94,0,71.61,100,52.83,51.97,105.83
100,100,56.56,100,102.71,102.71,0
68.33,0,76.81,96.16,78.3,69.33,84.62
100,0,54.58,100,86.11,100,97.22
100,0,69.98,100,79.52,80.07,100
60,0,98.76,0,50,50,50
74.54,0,88.43,100,115.15,115.19,100
22.25,96.76,76.89,100,107.66,102.3,119.1
1.12,38.57,64.55,100,114.44,114.32,128.34
100,78.99,96.2,0,424.52,165.23,100
75.24,0,77.34,100,111.15,111.13,100.82
77.87,94.58,95.17,100,103.59,100.77,117.83
75.25,97.17,76.73,100,104.57,104.33,115.19
85,32.79,100,90.98,134.13,134.53,133.69
38.33,0,76.99,100,104.59,104.59,100
100,0,62.74,100,144.23,144.23,111.11
60.79,0,90.09,100,109.08,103.26,100.27
59.91,0,59.25,100,120.95,120.95,100
28.34,0,76.02,100,116.27,114.86,100
98.47,0,88.77,100,107.21,109.91,135.54
14.77,100,97.82,100,92.45,92.69,142.21
57.65,0,61.43,100,103.89,102.53,100
80.06,100,85.79,92.5,142.59,142.59,116.67
25.77,100,55.01,100,120.79,120.46,133.33
75.65,100,94.57,100,103.83,103.96,125.24
82.61,0,88.19,0,100,100,100
80,3.01,89.89,98.88,80.65,80.44,86.15
73.73,70.98,89.62,100,108.71,108.76,100
79.44,0,99.02,85.17,100,100,3.041.67
84.11,0,92.76,0,100,100,100
69.58,100,87.08,100,110.12,90.46,100
82.74,97.3,94.52,100,101,91.47,112.2
68.97,100,88.93,96.58,100,100,100
30,0,97.26,90,100.93,100.93,100
34.5,0,57.31,100,101.76,101.76,108.89
69.07,0,85.59,0,100,100,100
100,0,77.89,100,99.94,99.74,140.2
80,55.26,94.78,100,112.09,108.75,109.33
78.01,0,92.08,100,88.87,83.63,100.05
80.06,96.98,99.14,100,214.72,129.73,91.99
70.58,86.57,88.12,100,108.17,92.09,100
98.32,0,34.93,96.92,100.64,100.64,44.79
73.33,100,48.52,100,94.21,51.44,128.76
100,95,83.86,100,112.37,107.84,101.67
44.91,0,85.04,100,86.25,86.5,136.85
100,0,88.22,100,63.97,63.97,120.59
100,94.99,68.97,100,86.95,85.67,100.29
68.9,0,88.49,100,135.66,134.75,100
12.08,0,76.47,0,100,100,100
88.79,0,73.84,100,76.54,76.54,100
100,0,88.73,100,120.62,49.69,100
72.15,0,34.57,100,55.49,55.46,100
67.21,0,87.82,100,107.37,107.37,100
22.53,100,98.16,91.44,127.18,140.95,135.34
100,0,81.15,100,37.23,37.23,99.83
78.76,100,89.59,0,100,100,100
100,100,97.18,100,95.98,84.86,100
85,18.65,100,92.82,113.35,121.99,230.56
49.97,0,100,0,50.24,13.03,0
100,0,100,98.63,134.28,134.28,110.29
22.06,100,51.39,100,112.14,110.51,119.33
77.77,97.89,91.56,100,122.49,122.12,105.07
65.09,0,70.74,100,187.44,80.86,100
100,0,75.11,100,97.76,96.99,100
84.17,0,51.05,0,100,100,100
100,0,29.65,100,19.54,16.79,100
71.82,0,47.24,100,114.49,114.63,145.83
14.04,0,96.09,100,66.83,0,0
64.57,0,94.85,100,103.92,104.39,132.53
80,0,81.15,87.71,281.81,222.28,111.84
82.15,10.51,100,100,100,100,100
80,0,71.71,100,100,195.31,100
66.11,54.5,75.09,100,126.83,126.97,105.15
